numXbins 34
numYbins 34
xbin  ybin  z
22  0  0.00000000000000000e+00
22  1  0.00000000000000000e+00
22  2  0.00000000000000000e+00
22  3  0.00000000000000000e+00
22  4  0.00000000000000000e+00
22  5  0.00000000000000000e+00
22  6  0.00000000000000000e+00
22  7  0.00000000000000000e+00
22  8  0.00000000000000000e+00
22  9  0.00000000000000000e+00
